transaction_date,account,posting,amount
2019-10-10,10,TRUE,17660.95
2020-01-13,12,TRUE,15711.28
2019-07-05,8,TRUE,9187.81
2019-10-11,1,TRUE,33132.37
2019-09-04,2,TRUE,17043.31
2020-02-18,3,TRUE,30735.42
2020-01-04,13,TRUE,-2520.85
2020-09-09,1,TRUE,36358.24
2019-04-28,3,TRUE,7136.98
2019-02-08,2,TRUE,9921.32
2019-10-16,12,TRUE,42452.3
2019-07-02,12,TRUE,32577.72
2019-02-19,13,TRUE,186.24
2020-10-26,2,TRUE,30110.31
2020-02-08,13,TRUE,11213.63
2019-07-10,8,TRUE,9120.5
2019-03-23,10,TRUE,23976.68
2019-10-24,4,TRUE,-793.46
2019-05-08,14,TRUE,-1526.66
2019-12-23,7,TRUE,21084.45
2019-01-13,9,TRUE,39804.2
2020-01-02,12,TRUE,10021.96
2019-02-27,10,TRUE,10025.72
2019-01-25,13,TRUE,537.53
2020-05-02,4,TRUE,-858.35
2020-03-15,10,TRUE,14276.55
2019-10-27,15,TRUE,3162.86
2019-08-08,7,TRUE,32342.78
2019-05-11,7,TRUE,9597.76
2019-11-22,2,TRUE,45617.38
2019-09-09,5,TRUE,7738.63
2019-08-25,12,TRUE,10123.2
2019-06-17,3,TRUE,7441.72
2019-09-14,13,TRUE,-2109.4
2020-06-29,7,TRUE,13642.67
2020-01-21,11,TRUE,8794.19
2019-08-17,5,TRUE,5547.81
2020-05-29,3,TRUE,12266.52
2019-06-27,5,TRUE,1903.99
2019-12-13,4,TRUE,1434.83
2020-09-27,3,TRUE,43544.71
2019-12-17,1,TRUE,71949.93
2019-10-25,5,TRUE,7078.14
2020-09-04,9,TRUE,35129.99
2019-05-25,7,TRUE,15606.78
2019-04-02,13,TRUE,-198.54
2020-10-02,5,TRUE,13203.12
2020-05-22,13,TRUE,4449.13
2020-06-27,15,TRUE,6017.83
2019-04-17,15,TRUE,2369.15
2019-11-09,10,TRUE,13447.01
2020-09-27,9,TRUE,38864.28
2020-05-04,3,TRUE,10817.31
2020-06-21,1,TRUE,41694.5
2019-09-05,8,TRUE,22738.85
2019-11-01,1,TRUE,57768.74
2020-08-07,1,FALSE,50690.81
2020-06-09,2,TRUE,45215.23
2020-06-27,4,TRUE,-2469.99
2020-07-23,12,TRUE,23900.91
2020-06-20,10,TRUE,62546.95
2019-11-17,13,TRUE,5923.53
2019-10-29,13,TRUE,3063.76
2020-08-18,14,TRUE,1502.55
2020-08-27,7,TRUE,26286.77
2019-07-01,8,TRUE,13293.72
2020-06-25,1,TRUE,57521.87
2019-04-02,3,TRUE,7746.05
2019-07-18,15,TRUE,6230.48
2019-10-24,12,TRUE,22125.56
2019-03-01,15,TRUE,316.22
2019-01-23,14,TRUE,888.93
2020-10-17,11,TRUE,12769.97
2020-10-28,10,TRUE,57231.31
2019-02-11,2,TRUE,6513.05
2019-02-19,15,TRUE,449.31
2019-06-18,14,TRUE,-4068.52
2019-10-23,15,TRUE,5485.41
2020-02-12,8,TRUE,15623.73
2020-08-24,14,TRUE,1783.55
2019-12-26,6,TRUE,27485.73
2020-10-29,6,TRUE,26855.72
2019-12-27,8,TRUE,15773.61
2019-04-09,12,TRUE,19445.64
2019-12-21,9,TRUE,39342.99
2019-11-24,9,TRUE,72743.12
2019-08-05,11,FALSE,7619.61
2019-07-16,6,TRUE,25918.64
2019-05-21,13,TRUE,6796.19
2019-03-26,4,TRUE,-1661.47
2019-05-26,4,TRUE,-11773.68
2019-11-25,3,TRUE,30331.52
2019-10-28,4,TRUE,-387.37
2020-10-29,5,TRUE,5582.72
2019-02-18,10,TRUE,13163.85
2020-10-10,7,TRUE,46216.4
2019-12-26,5,TRUE,31907.44
2020-06-21,8,TRUE,40610.64
2020-03-19,2,TRUE,15234.33
2019-06-05,12,TRUE,13416.98
2020-02-01,14,TRUE,2177.29
2019-06-27,11,TRUE,25477.18
2019-06-06,12,TRUE,12048.68
2019-05-14,15,TRUE,3391.24
2020-07-14,13,TRUE,351.38
2019-07-11,3,TRUE,30702.16
2020-05-05,4,TRUE,-1026.03
2020-10-28,2,TRUE,16925.55
2020-03-27,10,TRUE,24062.36
2019-07-01,10,TRUE,30846.95
2019-02-02,2,TRUE,6909.9
2020-08-01,14,TRUE,1330.83
2020-09-22,1,TRUE,28527.23
2020-06-07,5,TRUE,5309.79
2020-05-11,9,TRUE,31504.42
2019-06-13,4,TRUE,0.62
2020-05-04,15,TRUE,14308.1
2019-02-15,2,TRUE,8333.91
2019-06-26,4,TRUE,1.18
2020-07-26,2,TRUE,39150.85
2020-05-11,4,TRUE,-1856.44
2020-06-28,9,TRUE,28397.12
2020-07-03,5,TRUE,12925.85
2019-06-04,6,TRUE,18340.62
2019-12-07,9,TRUE,87765.12
2019-03-02,6,TRUE,16536.05
2020-10-17,1,TRUE,80000.47
2019-09-19,9,TRUE,21020.54
2019-11-05,8,TRUE,18615.68
2019-11-05,4,TRUE,-4322.74
2020-05-25,3,TRUE,25619.94
2020-05-25,5,TRUE,6709.87
2020-03-22,15,TRUE,4281.24
2019-07-23,1,TRUE,75548.51
2019-06-04,15,TRUE,6755.42
2019-11-07,12,TRUE,17558.8
2020-02-08,13,TRUE,14835.42
2019-07-14,8,TRUE,14909.16
2019-01-05,10,FALSE,11370.6
2019-08-13,9,TRUE,35426.76
2020-05-24,5,TRUE,8835.16
2019-08-21,13,TRUE,13900.68
2020-05-25,13,FALSE,3498.83
2020-04-21,10,TRUE,34265.49
2020-05-19,6,TRUE,27191.13
2020-05-11,12,TRUE,11208.44
2019-01-02,5,TRUE,3301.64
2019-09-24,1,TRUE,21611.82
2019-12-01,4,TRUE,1176.09
2019-12-12,3,TRUE,8205.38
2019-09-22,12,TRUE,9823.56
2019-01-28,7,TRUE,5977.1
2019-10-27,7,TRUE,28198.08
2019-09-18,6,TRUE,16302.95
2020-07-02,12,TRUE,28483.85
2019-03-06,15,TRUE,1745.94
2020-08-16,9,TRUE,63296.16
2019-04-28,12,TRUE,22377.14
2019-08-20,4,FALSE,644.62
2020-08-22,6,TRUE,38479.97
2020-02-22,6,TRUE,17690.21
2020-09-05,2,FALSE,88876.5
2019-03-18,12,TRUE,21124.03
2019-06-06,5,TRUE,2260.54
2019-11-27,15,TRUE,5309.33
2019-03-08,6,TRUE,16084.7
2019-09-29,6,TRUE,15497.28
2019-01-15,10,TRUE,10435.05
2019-02-27,14,TRUE,1965.95
2020-02-06,11,TRUE,3058.25
2019-10-19,15,TRUE,3489.65
2019-04-29,3,TRUE,3716.85
2020-05-28,6,TRUE,50721.92
2019-10-08,15,TRUE,2731.03
2020-10-10,5,TRUE,11137.52
2020-08-10,14,TRUE,1572.8
2020-03-25,2,TRUE,27520.08
2019-12-14,2,TRUE,33693.42
2019-11-29,3,TRUE,40346.64
2020-03-02,6,TRUE,31814.3
2019-09-29,1,TRUE,18332.79
2019-03-03,2,TRUE,13958.05
2020-03-21,10,TRUE,24665.59
2019-05-28,9,TRUE,27143.88
2020-08-21,3,TRUE,30698.08
2019-09-19,9,TRUE,30254.56
2020-08-21,14,TRUE,1611.83
2020-04-19,9,TRUE,123688.85
2020-09-25,11,TRUE,4660.63
2020-07-26,2,TRUE,30508.86
2019-02-26,3,TRUE,14329.45
2019-02-09,9,TRUE,93057.39
2020-03-06,8,TRUE,111409.64
2020-10-17,5,TRUE,9797.67
2020-02-02,8,TRUE,26521.43
2019-09-14,3,TRUE,15400.91
2019-10-17,4,TRUE,-829.01
2020-07-21,7,TRUE,19326.73
2019-12-29,15,TRUE,6034.82
2019-10-06,15,TRUE,4003.18
2020-03-04,13,TRUE,-1314.86
2020-09-04,15,TRUE,14906.35
2020-05-11,10,TRUE,12831.85
2019-09-16,14,TRUE,7176.77
2019-11-15,13,TRUE,5522.9
2020-10-07,6,TRUE,28663.32
2019-01-20,13,TRUE,550.33
2019-06-27,1,TRUE,31381.63
2020-02-17,7,TRUE,33612.2
2020-05-16,7,TRUE,19895.8
2019-02-28,6,TRUE,20564.41
2020-09-13,10,TRUE,83639.04
2019-04-22,7,TRUE,28439.44
2020-04-02,3,TRUE,12040.58
2019-03-25,3,TRUE,6542.61
2019-09-20,3,TRUE,16150.95
2020-09-22,8,TRUE,11001.69
2019-12-10,3,TRUE,13623.29
2019-05-12,7,TRUE,16399.64
2019-08-29,3,TRUE,38541.02
2020-07-04,15,TRUE,15927.03
2020-04-08,11,TRUE,13300.91
2019-03-19,13,TRUE,13934.08
2019-03-09,6,TRUE,19203.16
2019-04-07,3,TRUE,7261.92
2020-09-09,8,TRUE,17992.91
2019-03-22,13,FALSE,7860.25
2020-06-12,14,TRUE,857.96
2019-11-26,13,TRUE,5065.05
2020-03-27,5,TRUE,14031.47
2020-07-06,9,TRUE,44378.32
2020-08-08,10,TRUE,38698.86
2019-01-02,5,TRUE,4152.58
2020-03-15,6,TRUE,46437.71
2019-09-20,1,TRUE,27946.32
2019-09-14,12,TRUE,14976.9
2020-03-04,7,TRUE,30830.7
2020-05-20,1,TRUE,80367.82
2019-06-20,13,TRUE,4670.44
2020-05-07,2,TRUE,25044.14
2020-05-06,5,TRUE,12569.62
2019-04-09,8,TRUE,5640.14
2020-09-08,1,TRUE,53558.48
2020-07-14,1,TRUE,31159.65
2019-05-21,10,TRUE,33671.04
2020-05-24,7,TRUE,14457.31
2019-07-06,15,TRUE,9939.8
2019-11-15,6,TRUE,13855.66
2019-09-27,14,TRUE,5194.24
2019-05-12,9,TRUE,17842.24
2019-01-29,13,TRUE,453.43
2019-02-15,1,TRUE,36826.98
2019-10-28,15,TRUE,2836.07
2019-05-27,2,TRUE,10778.16
2020-06-23,4,TRUE,-3119.2
2019-10-29,9,TRUE,78717.34
2019-02-22,6,TRUE,16796.07
2020-02-05,6,TRUE,30794.07
2019-10-29,10,TRUE,13826.31
2020-01-27,2,TRUE,49976.41
2019-06-03,13,TRUE,4545.34
2020-04-11,14,FALSE,-4614.24
2019-01-25,6,TRUE,25545.88
2019-12-29,8,TRUE,11660.72
2020-05-19,5,TRUE,6466.98
2019-09-26,9,TRUE,21320.83
2020-07-11,9,TRUE,27460.62
2020-09-12,11,TRUE,7382.3
2019-09-18,13,TRUE,-4567.15
2019-12-19,4,TRUE,2887.31
2020-04-07,10,TRUE,51398.24
2020-05-14,7,TRUE,14910.52
2019-09-01,11,TRUE,12805.57
2020-04-13,14,TRUE,-2586.77
2019-12-17,6,TRUE,15493.0
2019-01-08,7,TRUE,5574.15
2020-06-26,9,TRUE,17344.35
2020-09-29,1,TRUE,34820.01
2020-05-02,10,TRUE,10917.95
2019-10-03,5,TRUE,7939.68
2019-08-06,9,TRUE,23379.88
2019-10-06,14,TRUE,6747.42
2019-12-21,3,TRUE,14447.76
2019-11-03,14,TRUE,4902.08
2019-02-23,15,TRUE,329.43
2019-04-07,11,TRUE,7683.78
2019-05-15,11,TRUE,7100.15
2019-12-01,1,TRUE,97271.36
2020-07-11,14,FALSE,1566.82
2020-05-29,10,TRUE,15224.23
2020-10-08,4,TRUE,-381.48
2019-05-29,14,TRUE,-1486.49
2020-08-18,8,TRUE,27030.77
2019-07-29,8,TRUE,12250.42
2020-02-13,11,TRUE,3066.89
2020-01-05,11,TRUE,10547.95
2020-10-22,2,TRUE,26062.9
2019-08-03,8,TRUE,17089.43
2019-09-06,14,TRUE,8782.62
2020-07-02,7,TRUE,11835.75
2019-02-22,15,TRUE,212.38
2020-02-02,4,TRUE,-5956.78
2020-10-07,2,TRUE,19991.78
2020-04-15,14,TRUE,-3029.55
2019-08-01,12,TRUE,10123.2
2019-11-03,6,TRUE,18527.3
2019-06-16,7,TRUE,42914.83
2019-01-27,4,TRUE,2392.12
2019-12-29,12,TRUE,10546.57
2020-01-02,3,TRUE,14273.59
2019-10-21,5,TRUE,5608.45
2020-02-01,14,TRUE,1342.88
2020-07-07,7,TRUE,16030.7
2019-03-14,4,TRUE,-2388.36
2019-06-28,10,TRUE,26390.31
2019-09-22,6,TRUE,15070.75
2019-09-26,5,TRUE,4955.44
2019-01-06,12,TRUE,23137.21
2019-02-08,12,TRUE,13575.38
2020-09-19,4,TRUE,8861.39
2020-08-11,15,TRUE,3694.23
2020-01-05,14,TRUE,4558.39
2019-09-02,9,TRUE,30855.14
2019-05-13,5,TRUE,-247.89
2019-04-07,11,TRUE,9776.52
2020-08-13,5,TRUE,32686.04
2019-07-07,12,TRUE,24699.45
2019-03-28,1,TRUE,13829.7
2020-06-04,8,TRUE,42849.83
2020-06-25,8,TRUE,41933.8
2020-10-23,10,TRUE,34598.27
2019-10-07,8,TRUE,10750.88
2020-06-26,15,TRUE,10088.71
2020-07-28,8,TRUE,19375.64
2020-03-24,15,TRUE,3332.25
2019-02-04,4,TRUE,3487.75
2019-01-20,2,FALSE,6420.96
2020-05-04,7,TRUE,21572.67
2020-05-28,3,TRUE,17856.32
2020-08-09,15,TRUE,3273.98
2020-06-18,11,TRUE,21665.3
2019-06-17,5,TRUE,3037.82
2019-09-12,6,TRUE,17724.72
2020-07-06,7,TRUE,14582.44
2020-06-07,11,FALSE,10354.1
2019-08-26,3,TRUE,21857.93
2019-12-14,15,TRUE,12370.14
2020-08-02,7,TRUE,26018.54
2020-01-09,9,TRUE,38237.33
2020-08-13,14,TRUE,1342.54
2020-01-26,13,TRUE,-1714.58
2019-10-17,8,TRUE,9875.25
2019-02-14,6,TRUE,22556.26
2019-09-22,9,TRUE,36485.64
2019-11-02,15,TRUE,4286.92
2019-02-03,3,TRUE,13624.11
2020-09-23,6,TRUE,85001.28
2020-05-08,9,TRUE,45934.76
2019-12-19,6,TRUE,16812.77
2020-10-16,4,TRUE,-605.58
2020-03-19,13,TRUE,-2915.31
2019-03-12,1,TRUE,20721.11
2019-12-17,12,TRUE,12715.42
2019-03-22,10,TRUE,12243.41
2019-11-18,1,TRUE,77372.58
2020-04-09,3,TRUE,19918.43
2020-04-27,15,TRUE,3170.38
2020-03-08,10,TRUE,19772.69
2019-11-25,13,TRUE,2875.92
2020-08-08,13,TRUE,4576.49
2019-01-27,1,TRUE,22615.42
2020-06-21,2,TRUE,24296.38
2019-06-10,6,TRUE,10380.61
2019-12-29,9,TRUE,46285.87
2019-05-14,7,TRUE,8512.79
2020-10-13,3,TRUE,26431.51
2020-02-23,1,TRUE,27853.89
2020-04-02,2,TRUE,64798.63
2020-06-13,9,TRUE,35878.99
2019-01-15,13,TRUE,614.32
2019-07-08,3,TRUE,26613.89
2020-01-10,12,TRUE,9978.2
2020-06-22,14,TRUE,696.98
2019-08-10,1,TRUE,28529.86
2019-09-21,1,TRUE,17811.12
2020-09-22,11,TRUE,3966.87
2020-04-22,8,TRUE,22755.68
2019-03-25,8,TRUE,12679.32
2019-03-01,14,TRUE,1966.97
2019-05-12,11,TRUE,6849.21
2019-09-12,11,TRUE,15435.57
2019-07-11,11,TRUE,7423.27
2020-06-04,7,TRUE,20251.79
2020-07-28,9,TRUE,28196.17
2019-09-13,8,TRUE,24160.03
2020-09-14,12,TRUE,14921.15
2020-03-05,15,FALSE,5100.82
2020-09-06,1,TRUE,69220.49
2019-05-11,3,TRUE,5762.84
2019-04-20,11,TRUE,9901.46
2019-03-10,6,TRUE,16248.83
2020-03-07,11,TRUE,8338.27
2020-04-02,2,TRUE,40925.45
2020-10-03,10,TRUE,68619.91
2020-01-14,9,TRUE,39195.44
2020-06-03,9,TRUE,29247.33
2019-07-15,1,TRUE,42728.26
2019-03-09,3,TRUE,7239.58
2020-02-03,15,TRUE,5384.6
2020-10-17,6,TRUE,18162.04
2019-03-29,11,TRUE,8937.58
2019-08-22,12,TRUE,13599.85
2019-04-01,8,TRUE,11745.73
2019-12-22,10,TRUE,13770.27
2020-04-25,11,TRUE,12215.69
2019-11-24,4,TRUE,-3476.15
2020-04-19,8,TRUE,26014.81
2020-01-22,3,TRUE,28611.48
2020-01-15,15,FALSE,21208.3
2020-03-08,12,TRUE,55838.05
2019-09-26,12,TRUE,12690.11
2019-04-26,10,TRUE,60798.43
2019-12-15,15,TRUE,11143.14
2020-08-17,14,TRUE,1135.7
2019-02-10,12,TRUE,7877.94
2019-10-24,10,TRUE,12530.1
2020-08-23,7,TRUE,14149.26
2019-01-20,10,TRUE,14609.07
2019-10-18,2,TRUE,7193.85
2019-03-13,1,TRUE,12657.69
2019-09-12,6,TRUE,15212.93
2020-07-14,1,TRUE,64503.39
2020-05-27,5,TRUE,6952.76
2019-09-07,5,TRUE,11155.4
2019-04-23,6,TRUE,33424.45
2020-06-19,14,TRUE,444.53
2020-09-23,5,TRUE,9215.38
2020-08-19,15,TRUE,3528.08
2020-05-20,5,TRUE,8227.94
2020-02-20,4,TRUE,-10581.77
2020-02-01,3,TRUE,15076.53
2019-04-23,14,TRUE,3966.84
2019-08-10,2,TRUE,12659.75
2020-05-14,11,TRUE,3628.76
2020-06-01,1,TRUE,26812.04
2019-08-03,6,TRUE,122142.74
2020-09-23,1,TRUE,32023.22
2019-08-12,3,TRUE,28423.04
2020-08-17,8,TRUE,24630.84
2020-07-17,8,TRUE,13257.02
2019-08-13,15,TRUE,9027.48
2019-12-19,6,TRUE,28002.16
2020-08-02,1,TRUE,63330.25
2020-04-10,1,TRUE,48083.89
2019-06-10,3,TRUE,6990.71
2019-08-20,3,TRUE,27727.91
2020-06-17,1,TRUE,37914.83
2019-08-04,3,TRUE,35374.32
2019-12-25,4,TRUE,1417.19
2019-04-29,6,TRUE,18018.94
2019-01-10,4,TRUE,2422.08
2020-05-25,13,TRUE,6738.48
2020-10-20,1,TRUE,65061.81
2019-03-08,8,TRUE,10005.45
2019-03-13,14,TRUE,1917.67
2019-02-08,1,TRUE,22797.65
2019-03-01,7,TRUE,7564.26
2020-09-08,11,TRUE,7809.23
2020-09-16,6,TRUE,78947.77
2020-01-17,12,TRUE,15142.35
2019-11-08,1,TRUE,80083.74
2019-06-23,13,TRUE,3711.33
2019-06-04,3,TRUE,11082.05
2020-02-20,7,TRUE,16806.1
2020-07-27,7,TRUE,21773.78
2019-04-17,12,TRUE,19103.63
2019-05-01,9,TRUE,40588.98
2020-04-03,9,TRUE,87190.5
2020-06-20,5,TRUE,8245.13
2020-07-15,2,TRUE,48578.48
2019-05-16,3,TRUE,5331.26
2019-03-24,1,TRUE,23158.89
2020-06-20,12,TRUE,22813.41
2020-04-24,12,TRUE,16924.67
2020-09-26,11,TRUE,7435.67
2019-08-23,13,TRUE,10683.75
2019-11-01,13,TRUE,4335.34
2019-04-23,3,TRUE,4107.28
2019-04-03,8,TRUE,10513.66
2019-05-26,13,TRUE,6244.67
2019-05-10,9,TRUE,32302.06
2020-08-29,14,TRUE,1389.38
2019-05-15,13,TRUE,8575.3
2020-07-12,7,TRUE,23271.98
2020-01-06,5,TRUE,15600.78
2020-05-27,5,TRUE,6952.76
2019-09-07,10,TRUE,18044.12
2020-09-04,5,TRUE,10593.39
2019-03-05,10,TRUE,12549.5
2020-06-26,5,TRUE,7852.51
2019-09-28,1,TRUE,29064.17
2019-08-20,9,TRUE,32214.26
2020-07-29,8,TRUE,16635.01
2019-03-24,2,TRUE,25764.46
2019-12-10,6,TRUE,25133.09
2020-01-29,2,TRUE,53130.26
2020-04-17,4,TRUE,-980.57
2020-02-06,2,TRUE,38728.18
2020-05-21,7,TRUE,17584.44
2020-06-03,9,TRUE,19809.97
2020-07-27,1,TRUE,43244.94
2020-04-19,5,TRUE,7926.32
2019-03-20,11,TRUE,8893.56
2019-05-16,11,TRUE,3424.6
2019-06-15,1,TRUE,38544.83
2019-12-10,15,TRUE,9790.94
2020-05-28,10,TRUE,17877.6
2019-10-13,2,TRUE,12456.02
2019-09-29,9,TRUE,32807.05
2019-10-05,7,TRUE,17839.6
2019-09-15,14,TRUE,5075.28
2019-11-08,7,TRUE,12932.53
2019-03-27,12,TRUE,14934.83
2020-04-25,13,TRUE,10117.77
2019-08-25,2,TRUE,11209.74
2020-10-20,8,TRUE,35464.19
2020-10-26,4,TRUE,-351.26
2019-02-08,5,TRUE,8240.9
2020-02-21,15,TRUE,6118.86
2019-06-16,5,TRUE,2495.86
2019-02-11,1,TRUE,48664.22
2019-07-07,11,TRUE,6168.88
2020-10-02,13,TRUE,-3287.73
2020-10-23,5,TRUE,13426.43
2020-06-17,1,TRUE,23741.06
2019-09-05,1,TRUE,19152.54
2020-09-11,6,TRUE,112242.04
2019-05-25,10,TRUE,45497.64
2020-06-16,12,TRUE,18315.91
2020-06-21,11,TRUE,13964.98
